x,y
-1.26E+02,-3.22E+00
-1.26E+02,-3.21E+00
-1.26E+02,-3.19E+00
-1.23E+02,2.42E+00
-1.27E+02,-3.25E+00
-1.29E+02,-1.99E-01
-1.28E+02,-3.25E+00
-1.27E+02,-3.18E+00
1.18E+01,-2.96E+01
1.29E+01,-2.28E+01
-1.13E+02,-5.16E+00
-1.86E+02,2.14E+01
-1.85E+02,2.18E+01
-1.88E+02,1.46E+01
-1.87E+02,1.46E+01
-1.85E+02,1.66E+01
-1.87E+02,1.53E+01
-1.87E+02,1.46E+01
-1.86E+02,1.46E+01
-1.31E+02,-3.35E-01
4.74E+00,-3.45E+01
-4.94E+01,-2.66E+01
-6.15E+01,-1.07E+01
-5.52E+01,9.54E+00
-7.00E+01,-1.70E+01
-1.37E+02,4.45E+00
-5.16E+00,-1.32E+01
-1.24E+01,-3.38E+01
-2.24E+02,3.68E+01
-8.37E+01,-2.93E+00
2.46E+02,-9.17E+01
2.41E+02,-1.05E+02
2.39E+02,-1.09E+02
2.45E+02,-8.88E+01
2.53E+02,-6.58E+01
2.44E+02,-9.47E+01
2.52E+02,-6.81E+01
2.50E+02,-6.96E+01
2.51E+02,-6.98E+01
2.62E+02,-3.26E+01
2.40E+02,-1.06E+02
2.48E+02,-8.09E+01
2.52E+02,-6.34E+01
2.41E+02,-1.10E+02
2.42E+02,-1.10E+02
2.41E+02,-1.10E+02
2.41E+02,-1.10E+02
2.42E+02,-1.07E+02
2.43E+02,-1.09E+02
2.41E+02,-1.10E+02
2.41E+02,-1.10E+02
2.72E+02,-3.25E+00
2.41E+02,-1.10E+02
2.42E+02,-1.10E+02
2.41E+02,-1.10E+02
2.41E+02,-1.10E+02
2.41E+02,-1.08E+02
2.44E+02,-9.24E+01
2.41E+02,-1.10E+02
2.42E+02,-1.05E+02
2.40E+02,-1.10E+02
2.42E+02,-1.06E+02
2.42E+02,-1.10E+02
2.56E+02,-5.35E+01
2.42E+02,-1.10E+02
2.47E+02,-9.00E+01
2.41E+02,-1.10E+02
2.60E+02,-4.49E+01
2.46E+02,-9.79E+01
2.64E+02,-3.11E+01
3.52E+02,2.69E+02
3.42E+02,2.37E+02
3.44E+02,2.43E+02
2.93E+02,6.85E+01
3.29E+02,1.87E+02
3.45E+02,2.45E+02
3.45E+02,2.50E+02
3.16E+02,1.49E+02
3.49E+02,2.56E+02
3.37E+02,2.24E+02
2.63E+02,-3.51E+01
2.62E+02,-3.63E+01
2.69E+02,-9.04E+00
3.48E+02,2.67E+02
3.50E+02,2.63E+02
3.23E+02,1.78E+02
3.29E+02,1.93E+02
3.22E+02,1.77E+02
3.23E+02,1.75E+02
3.23E+02,1.74E+02
3.21E+02,1.65E+02
3.44E+02,2.44E+02
3.50E+02,2.62E+02
3.32E+02,2.05E+02
2.40E+02,-1.10E+02
2.44E+02,-1.00E+02
2.85E+02,4.01E+01
3.40E+02,2.29E+02
2.62E+02,-3.44E+01
2.43E+02,-1.02E+02
2.41E+02,-1.10E+02
2.67E+02,-2.11E+01
2.43E+02,-9.88E+01
3.49E+02,2.64E+02
3.36E+02,2.22E+02
3.48E+02,2.61E+02
3.49E+02,2.67E+02
2.39E+02,-1.10E+02
2.41E+02,-1.05E+02
2.39E+02,-1.10E+02
2.40E+02,-1.07E+02
2.37E+02,-1.10E+02
2.58E+02,-4.72E+01
2.46E+02,-8.30E+01
2.37E+02,-1.10E+02
2.39E+02,-1.10E+02
2.40E+02,-1.09E+02
2.39E+02,-1.07E+02
2.53E+02,-6.75E+01
2.67E+02,-1.97E+01
2.40E+02,-1.09E+02
2.54E+02,-6.44E+01
2.45E+02,-9.35E+01
2.37E+02,-1.10E+02
2.39E+02,-1.07E+02
2.36E+02,-1.06E+02
2.43E+02,-8.51E+01
2.38E+02,-1.02E+02
2.40E+02,-1.06E+02
2.39E+02,-1.02E+02
2.83E+02,-1.21E+02
2.98E+02,-7.19E+01
3.05E+02,-4.73E+01
2.85E+02,-1.16E+02
2.81E+02,-1.23E+02
-2.68E+01,-3.25E+01
-2.78E+01,-3.26E+01
-2.78E+01,-2.91E+01
-2.49E+01,-3.24E+01
-2.52E+01,-3.25E+01
-2.58E+01,-3.25E+01
-2.46E+01,-3.14E+01
-2.44E+01,-3.24E+01
-1.37E+02,7.97E-01
-1.36E+02,7.63E-01
-1.36E+02,4.09E+00
