x,y
-2.85E+01,-2.73E+00
-5.60E+00,-9.97E+00
-5.75E+00,-1.01E+01
-5.61E+00,-9.95E+00
-5.84E+00,-1.01E+01
-1.66E+01,-5.44E+00
-1.72E+01,-6.69E+00
-1.02E+01,-9.30E+00
-9.91E+00,-8.34E+00
-7.16E+00,-1.03E+01
-7.15E+00,-1.03E+01
-8.99E+00,-8.55E+00
-9.27E+00,-9.04E+00
-1.83E+01,-7.10E+00
-1.83E+01,-7.12E+00
-1.39E+01,4.00E+00
-1.63E+01,7.57E+00
-1.61E+01,7.36E+00
-1.38E+01,3.27E+00
-1.28E+01,7.46E-01
-9.58E+00,1.03E+00
-1.40E+01,3.38E+00
-1.62E+01,6.40E+00
-1.63E+01,7.23E+00
-9.54E+00,8.95E+00
-1.00E+01,1.03E+01
-9.50E+00,7.71E+00
-9.63E+00,8.03E+00
-8.09E+00,7.36E+00
-7.84E+00,7.43E+00
-7.86E+00,6.66E+00
-8.80E+00,6.01E+00
-8.14E+00,6.68E+00
-8.35E+00,7.18E+00
-7.89E+00,5.69E+00
-8.83E+00,5.60E+00
-9.27E+00,6.98E+00
-1.35E+01,-2.38E+00
-1.33E+01,-2.24E+00
-1.15E+01,-2.86E+00
-5.88E+00,7.89E+00
-8.45E+00,-2.52E+00
-5.90E+00,7.91E+00
-7.81E+00,-1.95E+00
-9.11E+00,-2.95E+00
-9.21E+00,-3.03E+00
-9.67E+00,-2.86E+00
-9.58E+00,-3.01E+00
-9.50E+00,-3.29E+00
-1.05E+01,-8.09E+00
-1.76E+01,-6.96E+00
-1.89E+01,4.60E+00
-1.88E+01,5.46E+00
-1.85E+01,5.58E+00
-1.83E+01,4.58E+00
-1.88E+01,4.85E+00
-1.84E+01,5.40E+00
-1.86E+01,5.11E+00
-1.75E+01,2.88E+00
-1.89E+01,3.29E+00
-1.88E+01,2.46E+00
-2.64E+01,-3.32E+00
-2.50E+01,-3.63E+00
-2.62E+01,-3.50E+00
-2.59E+01,-3.97E+00
-1.80E+01,-3.57E+00
-1.82E+01,-3.40E+00
-1.83E+01,-3.24E+00
-1.80E+01,-3.58E+00
-2.48E+01,-4.18E+00
-2.67E+01,-4.38E+00
-2.60E+01,-4.67E+00
-1.89E+01,-7.18E+00
-1.58E+01,-6.56E+00
-1.37E+01,-4.27E+00
-1.40E+01,-4.12E+00
-1.37E+01,-4.47E+00
-1.76E+01,-6.33E+00
-1.76E+01,-6.45E+00
-1.18E+01,-6.94E-02
-1.21E+01,7.39E-01
-1.25E+01,2.86E+00
-8.82E+00,-9.46E+00
-8.85E+00,-9.53E+00
-8.25E+00,-8.78E+00
-2.52E+01,-4.57E+00
-2.70E+01,-4.40E+00
-2.70E+01,-4.32E+00
-1.03E+01,8.47E+00
-1.05E+01,7.87E+00
-9.04E+00,1.66E+00
-1.10E+01,4.25E+00
-1.01E+01,9.58E+00
-1.01E+01,8.59E+00
-1.01E+01,9.07E+00
-1.08E+01,8.17E+00
-1.09E+01,7.25E+00
-1.06E+01,6.34E+00
-1.08E+01,5.18E+00
-1.28E+01,2.79E+00
-1.28E+01,3.00E+00
-1.27E+01,2.56E+00
-1.34E+01,6.36E+00
-1.24E+01,1.58E+00
-1.18E+01,-2.19E-01
-1.22E+01,5.85E-01
-1.25E+01,2.02E+00
-2.49E+00,-1.15E+01
-2.62E+00,-1.15E+01
-1.32E+01,-3.34E+00
-2.47E+01,-2.70E+00
-2.47E+01,-2.63E+00
-2.43E+01,-2.69E+00
-2.53E+01,-2.21E+00
-2.61E+01,-1.91E+00
-2.46E+01,-2.52E+00
-2.52E+01,-2.22E+00
-2.60E+01,-1.94E+00
-1.56E+01,-1.34E+00
-6.28E-01,-1.21E+01
-7.31E+00,-8.95E+00
-6.93E+00,-2.98E+00
-6.64E+00,-2.84E+00
-9.04E+00,-8.77E+00
-1.59E+01,-6.24E+00
-5.95E+00,-1.05E+01
-6.14E+00,-1.05E+01
-1.92E+01,-7.22E+00
-9.81E+00,-8.77E+00
3.31E+01,3.36E+00
3.27E+01,1.85E+00
3.21E+01,1.12E+00
3.16E+01,3.34E+00
3.00E+01,5.31E+00
3.25E+01,3.04E+00
2.99E+01,5.12E+00
3.02E+01,4.76E+00
3.05E+01,4.96E+00
2.90E+01,7.19E+00
3.24E+01,4.46E+00
3.17E+01,4.98E+00
3.11E+01,5.39E+00
3.61E+01,6.55E-01
3.68E+01,8.29E-01
3.50E+01,1.68E+00
3.64E+01,2.14E+00
3.58E+01,2.26E+00
3.82E+01,3.14E+00
3.57E+01,1.97E+00
3.53E+01,1.25E+00
2.78E+01,7.68E+00
3.64E+01,1.29E+00
3.68E+01,1.76E+00
3.71E+01,1.36E+00
3.49E+01,1.44E+00
3.41E+01,1.68E+00
3.15E+01,2.62E+00
3.56E+01,1.25E+00
3.44E+01,2.16E+00
3.44E+01,1.13E+00
3.49E+01,2.22E+00
3.76E+01,2.25E+00
2.90E+01,5.82E+00
3.69E+01,1.99E+00
3.37E+01,3.60E+00
3.65E+01,2.47E+00
2.84E+01,6.03E+00
3.81E+01,3.07E+00
2.83E+01,6.83E+00
2.28E+01,1.49E+01
2.32E+01,1.39E+01
2.36E+01,1.43E+01
2.70E+01,8.91E+00
2.41E+01,1.38E+01
2.34E+01,1.43E+01
2.25E+01,1.37E+01
2.40E+01,1.26E+01
2.34E+01,1.49E+01
2.25E+01,1.31E+01
2.89E+01,6.97E+00
2.88E+01,6.79E+00
2.83E+01,7.76E+00
2.19E+01,1.38E+01
2.25E+01,1.45E+01
2.32E+01,1.27E+01
2.34E+01,1.33E+01
2.32E+01,1.26E+01
2.35E+01,1.28E+01
2.40E+01,1.32E+01
2.40E+01,1.30E+01
2.28E+01,1.39E+01
2.28E+01,1.45E+01
2.37E+01,1.37E+01
3.48E+01,9.47E-01
3.42E+01,2.80E+00
2.73E+01,8.49E+00
2.30E+01,1.36E+01
2.86E+01,6.80E+00
3.41E+01,2.44E+00
3.46E+01,1.61E+00
2.84E+01,7.36E+00
3.31E+01,2.47E+00
2.22E+01,1.44E+01
2.26E+01,1.31E+01
2.21E+01,1.34E+01
2.20E+01,1.42E+01
3.26E+01,7.12E-01
3.28E+01,1.61E+00
3.24E+01,6.52E-01
3.28E+01,1.47E+00
3.09E+01,6.60E-02
2.93E+01,6.37E+00
3.05E+01,2.96E+00
3.04E+01,-2.33E-01
3.26E+01,6.49E-01
3.31E+01,1.19E+00
3.15E+01,5.97E-01
2.98E+01,5.35E+00
2.81E+01,7.22E+00
3.38E+01,1.15E+00
2.95E+01,5.56E+00
3.35E+01,3.22E+00
3.08E+01,1.17E-01
3.13E+01,7.85E-01
2.97E+01,-9.30E-02
2.94E+01,4.12E-01
3.00E+01,1.18E-01
3.19E+01,1.06E+00
3.00E+01,1.64E-01
3.41E+01,-1.87E+00
2.73E+01,5.28E+00
2.74E+01,5.57E+00
3.41E+01,-1.87E+00
3.40E+01,-1.88E+00
-8.13E-01,-1.04E+01
-1.49E+00,-1.03E+01
-2.01E+00,-1.04E+01
4.40E-01,-1.09E+01
2.02E-01,-1.06E+01
-1.68E-01,-1.05E+01
4.60E-01,-1.06E+01
9.16E-01,-1.09E+01
-1.57E+01,5.84E+00
-1.65E+01,6.51E+00
-1.64E+01,6.49E+00
